"ID","IV"
630,5.55149981084366
145,6.01837365635713
90,4.86123380755288
223,6.55279465763231
708,5.48606708074543
182,5.99432785425438
379,6.54320221861974
560,7.35928169451627
288,4.87840149165225
701,2.73583876863661
364,4.87993987145542
259,9.68703825413022
359,3.98337148444233
543,10.4206608084699
424,9.31667948982509
8,6.20281373177107
108,10.2921994582105
673,6.52939349509144
210,7.00195525117191
609,3.16827543888526
746,3.73257765281391
336,5.68168905712039
510,5.59058388904489
84,6.79662744971873
460,9.16429739903432
680,8.20775889489948
504,5.96757900975719
60,7.4638791796036
592,10.3467570248458
375,7.65563229494014
720,6.60086994552857
263,4.51743081547916
743,5.22594897822725
632,2.90379346908538
709,3.35760088066383
606,6.58661748506024
408,2.83891139471794
198,9.01688667808998
599,4.26088120135673
24,4.05243160204908
98,NA
100,2.92154016324022
548,3.18581067598006
42,2.32793803024432
445,8.97987236003187
439,6.78225943847927
378,3.85910516824915
138,4.15367022488279
691,6.31701071437927
5,6.31028918206999
129,NA
355,2.94509787670516
348,7.44847938189572
712,6.98166454157471
669,7.66744756862184
248,NA
668,3.16590727283224
726,6.56207409497925
231,3.43460748590744
275,9.01676652650935
70,6.67909586887777
109,9.89597979497586
258,3.69927379433709
324,4.69500438086383
483,7.20402668068134
453,4.14280635524782
330,4.81637748335139
53,7.99075816190268
452,4.86405600033794
133,NA
150,4.46974530109316
200,7.47207024402687
549,4.83915523028403
374,8.45602338427317
363,5.64943783577693
118,6.46111578156569
503,5.61915597310951
47,5.23049200610451
518,7.40411416434815
466,5.71733847108019
612,5.61922491139664
539,6.2163598403738
162,5.10869275662709
687,6.71698418474354
388,4.74416471539399
587,7.48375698368876
441,5.21518625678889
693,5.72256439384989
764,6.07209141218696
303,7.56429584289896
61,5.7860901501332
488,5.03991768731097
523,7.20122004987793
521,4.36703541500382
777,4.50492632626134
398,6.97167694987222
227,5.99213621210978
554,8.27957908083516
665,NA
567,4.79057542193266
566,6.32116961389854
333,6.71144126090693
10,3.79447675071821
331,9.1451480943612
692,5.01625280592195
276,5.86625028787643
191,4.29813498590422
309,5.14278094058078
561,5.5128449294363
154,NA
236,3.53762084572024
69,3.82543376871575
55,5.46027791692595
663,5.49606092956661
383,8.9525813598357
221,6.0001279122505
160,4.70707232782077
588,5.72982014472124
57,8.08643098529751
619,6.32852188421416
679,4.32468035556281
640,7.49247940097234
596,5.88197891992115
589,6.61007013059209
562,3.25328276214712
255,5.87675968624472
117,4.36185574239246
725,NA
516,8.00957157204359
267,5.26009290059012
151,7.85917473387477
205,6.49296950025758
738,7.11140795504086
372,2.47030748995283
226,3.44612789742482
26,3.7066387071628
11,5.53357305333356
411,7.19810205542474
244,3.98247428041183
354,8.12724167162596
252,7.66790091338848
657,5.18542299192729
412,8.87052226069832
672,4.90437801538101
41,6.12066119433959
637,7.46410438164297
360,2.37973150556587
329,10.16573325631
425,3.22997527721635
197,6.91984462628656
349,NA
694,1.37201440766443
37,5.34968069579022
502,NA
325,5.48945403409857
190,6.77857820830207
115,4.99608947847688
249,5.46420971313777
714,2.79418229966563
163,2.42177963628324
401,6.70046205388486
27,NA
232,6.29570230741071
168,5.80426604508135
595,6.77958948282984
130,4.8193760016998
281,7.2354578328269
776,4.05659502398479
677,8.39786663780324
356,3.40994418185069
511,7.57067103617706
211,4.60561052096656
471,4.80006404377297
739,7.25276365428011
387,4.09483740354456
666,6.4181545794903
131,4.62087671438875
648,5.94528933361239
46,9.01460765729391
381,4.85947578910198
253,6.07226857233928
40,4.67065312902526
291,NA
491,8.2290034019602
481,5.75764592068986
608,7.0675816820672
357,NA
241,10.1694849842295
736,2.47119244455096
629,6.45191309579638
242,4.58460100878257
56,5.71991092550875
368,NA
765,8.49510882056343
647,1.78792823753103
273,3.57672164482128
274,9.00516749054396
534,8.5651530715852
718,5.91204179998408
146,7.18337768917733
711,7.35679827670198
751,3.22268436065619
558,4.41585929734453
224,5.54008882630199
600,6.25484181149886
18,6.80215138910536
664,4.84538101635363
243,7.069475661429
340,6.58715478563911
402,5.45763375112477
495,5.54220022349234
369,5.39908402588009
395,4.29487055300261
546,4.21384857391453
507,5.11916979956246
282,4.2748760482705
470,5.1656400798862
756,5.32702285020874
616,5.4369512287692
479,5.92778992895369
719,7.13237423698744
617,10.458913333298
431,NA
185,7.64104860205919
722,6.32612511543087
159,8.40644372856139
156,7.29797364594804
450,9.79254770286891
563,4.37406164093402
201,3.84007736363965
778,5.27704839547268
622,6.48455758948878
655,NA
31,6.6199730864062
371,4.07302383348216
635,5.87884090195136
420,6.49255789985047
186,4.69898321814082
178,4.37855022089699
512,5.04866018434538
